,ship mode,segment,state,region,category,sub-category,sales,quantity,discount,profit,unit price,profit margin,is discounted,profit per item,is profited,city tier
242,second ,consumer,illinois,central,furniture,furnishings,4.04,3,60.0,-2.83,1.3466666666666667,-70.05,1,-0.94,0,1
243,second ,consumer,illinois,central,office supplies,art,7.41,2,20.0,1.2,3.705,16.19,1,0.6,1,1
244,second ,home office,minnesota,central,furniture,chairs,2001.86,7,0.0,580.54,285.97999999999996,29.0,0,82.93,1,1
245,second ,home office,minnesota,central,office supplies,storage,166.72,2,0.0,41.68,83.36,25.0,0,20.84,1,1
246,second ,home office,minnesota,central,office supplies,paper,47.88,6,0.0,23.94,7.98,50.0,0,3.99,1,1
247,second ,home office,minnesota,central,office supplies,appliances,1503.25,5,0.0,496.07,300.65,33.0,0,99.21,1,1
248,second ,home office,minnesota,central,office supplies,paper,25.92,4,0.0,12.44,6.48,47.99,0,3.11,1,1
249,second ,consumer,california,west,furniture,chairs,321.57,2,20.0,28.14,160.785,8.75,1,14.07,1,1
250,standard ,consumer,california,west,office supplies,paper,7.61,1,0.0,3.58,7.61,47.04,0,3.58,1,1
251,standard ,consumer,california,west,technology,accessories,3347.37,13,0.0,636.0,257.49,19.0,0,48.92,1,1
252,first ,consumer,new york,east,office supplies,storage,80.58,6,0.0,22.56,13.43,28.0,0,3.76,1,1
253,first ,consumer,new york,east,office supplies,envelopes,361.92,4,0.0,162.86,90.48,45.0,0,40.72,1,1
254,standard ,corporate,illinois,central,furniture,furnishings,12.13,9,60.0,-8.49,1.347777777777778,-69.99,1,-0.94,0,1
255,standard ,corporate,illinois,central,office supplies,storage,82.37,2,20.0,-19.56,41.185,-23.75,1,-9.78,0,1
256,standard ,corporate,illinois,central,office supplies,storage,53.92,5,20.0,4.04,10.784,7.49,1,0.81,1,1
257,standard ,corporate,illinois,central,technology,phones,647.9,6,20.0,56.69,107.98333333333333,8.75,1,9.45,1,1
258,second ,consumer,new york,east,technology,accessories,20.37,3,0.0,6.93,6.79,34.02,0,2.31,1,1
259,second ,consumer,new york,east,office supplies,storage,221.55,3,0.0,6.65,73.85000000000001,3.0,0,2.22,1,1
260,second ,consumer,new york,east,office supplies,binders,17.52,5,20.0,6.13,3.504,34.99,1,1.23,1,1
261,standard ,corporate,texas,central,office supplies,appliances,1.62,2,80.0,-4.47,0.81,-275.93,1,-2.23,0,1
262,second ,corporate,texas,central,technology,machines,3059.98,3,40.0,-510.0,1019.9933333333333,-16.67,1,-170.0,0,1
263,second ,corporate,texas,central,technology,machines,2519.96,7,40.0,-252.0,359.9942857142857,-10.0,1,-36.0,0,1
264,standard ,consumer,illinois,central,technology,phones,328.22,4,20.0,28.72,82.055,8.75,1,7.18,1,1
265,standard ,consumer,california,west,technology,accessories,79.9,2,0.0,35.16,39.95,44.01,0,17.58,1,1
266,standard ,corporate,north carolina,south,office supplies,art,14.02,3,20.0,4.73,4.673333333333333,33.74,1,1.58,1,5
267,standard ,consumer,new jersey,east,office supplies,fasteners,7.56,6,0.0,0.3,1.26,3.97,0,0.05,0,1
268,standard ,corporate,ohio,east,office supplies,storage,37.21,1,20.0,-7.44,37.21,-19.99,1,-7.44,0,2
269,standard ,corporate,ohio,east,office supplies,envelopes,57.58,3,20.0,21.59,19.19333333333333,37.5,1,7.2,1,2
270,second ,corporate,california,west,office supplies,storage,725.84,4,0.0,210.49,181.46,29.0,0,52.62,1,1
271,first ,consumer,california,west,technology,accessories,209.93,7,0.0,92.37,29.990000000000002,44.0,0,13.2,1,1
272,first ,consumer,california,west,furniture,furnishings,5.28,3,0.0,2.32,1.76,43.94,0,0.77,1,1
273,first ,consumer,california,west,office supplies,binders,10.92,3,20.0,4.1,3.64,37.55,1,1.37,1,1
274,first ,corporate,california,west,office supplies,paper,8.82,2,0.0,4.06,4.41,46.03,0,2.03,1,2
275,first ,corporate,california,west,office supplies,art,5.98,1,0.0,1.55,5.98,25.92,0,1.55,1,2
276,standard ,corporate,pennsylvania,east,office supplies,paper,11.65,2,20.0,4.08,5.825,35.02,1,2.04,1,1
277,standard ,corporate,pennsylvania,east,office supplies,paper,18.18,4,20.0,5.91,4.545,32.51,1,1.48,1,1
278,standard ,corporate,pennsylvania,east,office supplies,storage,59.71,6,20.0,5.97,9.951666666666666,10.0,1,0.99,1,1
279,standard ,corporate,pennsylvania,east,office supplies,labels,24.84,3,20.0,8.69,8.28,34.98,1,2.9,1,1
280,second ,consumer,texas,central,office supplies,binders,2.08,5,80.0,-3.43,0.41600000000000004,-164.9,1,-0.69,0,1
281,second ,consumer,texas,central,technology,phones,1114.4,7,20.0,376.11,159.20000000000002,33.75,1,53.73,1,1
282,standard ,consumer,california,west,furniture,tables,1038.84,5,20.0,51.94,207.76799999999997,5.0,1,10.39,1,1
283,standard ,consumer,oregon,west,office supplies,paper,141.76,5,20.0,47.84,28.351999999999997,33.75,1,9.57,1,1
284,standard ,consumer,oregon,west,technology,accessories,239.8,5,20.0,47.96,47.96,20.0,1,9.59,1,1
285,standard ,consumer,oregon,west,office supplies,paper,31.1,6,20.0,10.89,5.183333333333334,35.02,1,1.82,1,1
286,second ,corporate,florida,south,office supplies,binders,254.06,7,70.0,-169.37,36.294285714285714,-66.67,1,-24.2,0,3
287,second ,corporate,florida,south,office supplies,appliances,194.53,2,20.0,24.32,97.265,12.5,1,12.16,1,3
288,second ,corporate,florida,south,office supplies,supplies,961.48,5,20.0,-204.31,192.296,-21.25,1,-40.86,0,3
289,second ,home office,ohio,east,office supplies,fasteners,19.1,7,20.0,6.68,2.7285714285714286,34.97,1,0.95,1,1
290,second ,home office,ohio,east,office supplies,labels,18.5,8,20.0,6.24,2.3125,33.73,1,0.78,1,1
291,second ,home office,ohio,east,technology,accessories,255.98,2,20.0,54.4,127.99,21.25,1,27.2,1,1
292,second ,home office,ohio,east,furniture,bookcases,86.97,3,50.0,-48.7,28.99,-56.0,1,-16.23,0,1
293,first ,corporate,colorado,west,furniture,furnishings,300.42,8,20.0,78.86,37.5525,26.25,1,9.86,1,1
294,first ,corporate,colorado,west,furniture,chairs,230.35,3,20.0,20.16,76.78333333333333,8.75,1,6.72,1,1
295,first ,corporate,colorado,west,furniture,furnishings,218.35,3,20.0,-24.56,72.78333333333333,-11.25,1,-8.19,0,1
296,first ,corporate,colorado,west,office supplies,binders,78.6,5,70.0,-62.88,15.719999999999999,-80.0,1,-12.58,0,1
297,first ,corporate,colorado,west,office supplies,fasteners,27.55,3,20.0,9.3,9.183333333333334,33.76,1,3.1,1,1
298,standard ,corporate,new jersey,east,office supplies,paper,32.4,5,0.0,15.55,6.4799999999999995,47.99,0,3.11,1,2
299,standard ,corporate,new jersey,east,office supplies,storage,1082.48,8,0.0,10.82,135.31,1.0,0,1.35,1,2
300,standard ,corporate,new jersey,east,office supplies,paper,56.91,3,0.0,27.32,18.97,48.01,0,9.11,1,2
301,standard ,corporate,new jersey,east,furniture,furnishings,77.6,4,0.0,38.02,19.4,48.99,0,9.51,1,2
302,standard ,corporate,new jersey,east,office supplies,binders,14.28,1,0.0,6.57,14.28,46.01,0,6.57,1,2
303,standard ,consumer,illinois,central,furniture,tables,219.08,3,50.0,-131.44,73.02666666666667,-60.0,1,-43.81,0,1
304,second ,corporate,new york,east,furniture,furnishings,26.8,2,0.0,12.86,13.4,47.99,0,6.43,1,1
305,standard ,corporate,michigan,central,office supplies,art,9.84,3,0.0,2.85,3.28,28.96,0,0.95,1,4
306,standard ,home office,new jersey,east,office supplies,binders,45.48,3,0.0,20.92,15.159999999999998,46.0,0,6.97,1,1
307,standard ,home office,new jersey,east,office supplies,art,289.2,6,0.0,83.87,48.199999999999996,29.0,0,13.98,1,1
308,first ,consumer,virginia,south,office supplies,art,4.89,1,0.0,2.0,4.89,40.9,0,2.0,1,1
309,second ,corporate,colorado,west,furniture,furnishings,15.14,4,20.0,3.59,3.785,23.71,1,0.9,1,4
310,second ,corporate,colorado,west,furniture,chairs,466.77,2,20.0,52.51,233.385,11.25,1,26.25,1,4
311,second ,corporate,colorado,west,furniture,furnishings,15.23,1,20.0,1.71,15.23,11.23,1,1.71,1,4
312,second ,corporate,colorado,west,office supplies,labels,6.26,3,20.0,2.04,2.0866666666666664,32.59,1,0.68,1,4
313,standard ,corporate,new jersey,east,furniture,furnishings,87.54,3,0.0,37.64,29.180000000000003,43.0,0,12.55,1,2
314,standard ,corporate,florida,south,technology,phones,178.38,2,20.0,22.3,89.19,12.5,1,11.15,1,2
315,standard ,corporate,florida,south,office supplies,paper,15.55,3,20.0,5.44,5.183333333333334,34.98,1,1.81,1,2
316,first ,corporate,pennsylvania,east,office supplies,art,99.14,4,20.0,8.67,24.785,8.75,1,2.17,1,1
317,standard ,home office,new york,east,furniture,chairs,135.88,1,10.0,24.16,135.88,17.78,1,24.16,1,1
318,standard ,home office,new york,east,technology,machines,3991.98,2,0.0,1995.99,1995.99,50.0,0,998.0,1,1
319,standard ,home office,new york,east,technology,phones,275.94,6,0.0,80.02,45.99,29.0,0,13.34,1,1
320,standard ,home office,new york,east,technology,accessories,360.0,4,0.0,129.6,90.0,36.0,0,32.4,1,1
321,standard ,home office,new york,east,office supplies,storage,43.57,1,0.0,13.07,43.57,30.0,0,13.07,1,1
322,standard ,corporate,california,west,office supplies,fasteners,7.16,2,0.0,3.58,3.58,50.0,0,1.79,1,1
323,standard ,corporate,california,west,office supplies,binders,251.52,6,20.0,81.74,41.92,32.5,1,13.62,1,3
324,standard ,corporate,california,west,technology,accessories,99.99,1,0.0,35.0,99.99,35.0,0,35.0,1,3
325,second ,corporate,tennessee,south,furniture,furnishings,15.99,1,20.0,1.0,15.99,6.25,1,1.0,0,4
326,first ,consumer,pennsylvania,east,technology,phones,290.9,3,40.0,-67.88,96.96666666666665,-23.33,1,-22.63,0,1
327,first ,consumer,pennsylvania,east,office supplies,storage,54.22,2,20.0,3.39,27.11,6.25,1,1.7,1,1
328,first ,consumer,pennsylvania,east,furniture,chairs,786.74,4,30.0,-258.5,196.685,-32.86,1,-64.62,0,1
329,first ,consumer,pennsylvania,east,office supplies,labels,100.24,10,20.0,33.83,10.024,33.75,1,3.38,1,1
330,first ,consumer,pennsylvania,east,office supplies,binders,37.76,6,70.0,-27.69,6.293333333333333,-73.33,1,-4.62,0,1
331,second ,consumer,pennsylvania,east,technology,phones,82.8,2,40.0,-20.7,41.4,-25.0,1,-10.35,0,1
332,second ,consumer,pennsylvania,east,office supplies,binders,20.72,2,70.0,-13.82,10.36,-66.7,1,-6.91,0,1
333,second ,consumer,pennsylvania,east,office supplies,binders,4.9,3,70.0,-3.43,1.6333333333333335,-70.0,1,-1.14,0,1
334,second ,consumer,california,west,office supplies,binders,4.75,1,20.0,1.6,4.75,33.68,1,1.6,1,1
335,second ,consumer,california,west,technology,copiers,959.98,2,20.0,335.99,479.99,35.0,1,168.0,1,1
336,second ,consumer,california,west,office supplies,binders,14.37,4,20.0,4.49,3.5925,31.25,1,1.12,1,1
337,standard ,corporate,california,west,office supplies,binders,7.71,2,20.0,2.8,3.855,36.32,1,1.4,1,1
338,standard ,corporate,california,west,furniture,tables,698.35,3,20.0,-17.46,232.78333333333333,-2.5,1,-5.82,0,1
339,second ,consumer,utah,west,office supplies,fasteners,4.96,4,0.0,2.33,1.24,46.98,0,0.58,1,5
340,second ,corporate,pennsylvania,east,office supplies,art,17.86,4,20.0,1.12,4.465,6.27,1,0.28,1,1
341,second ,corporate,pennsylvania,east,office supplies,binders,509.97,10,70.0,-407.98,50.997,-80.0,1,-40.8,0,1
342,second ,corporate,pennsylvania,east,office supplies,fasteners,30.99,13,20.0,10.07,2.3838461538461537,32.49,1,0.77,1,1
343,second ,corporate,pennsylvania,east,technology,phones,71.93,12,40.0,8.39,5.9941666666666675,11.66,1,0.7,1,1
344,standard ,consumer,texas,central,office supplies,storage,88.8,4,20.0,-2.22,22.2,-2.5,1,-0.56,0,1
345,standard ,consumer,california,west,technology,phones,47.98,3,20.0,4.8,15.993333333333332,10.0,1,1.6,1,1
346,standard ,consumer,massachusetts,east,office supplies,art,7.56,3,0.0,3.1,2.52,41.01,0,1.03,1,1
347,standard ,consumer,massachusetts,east,office supplies,paper,24.56,2,0.0,11.54,12.28,46.99,0,5.77,1,1
348,standard ,consumer,massachusetts,east,office supplies,art,12.96,2,0.0,4.15,6.48,32.02,0,2.08,1,1
349,first ,home office,new york,east,technology,accessories,6.79,1,0.0,2.31,6.79,34.02,0,2.31,1,1
350,first ,home office,new york,east,office supplies,paper,24.56,2,0.0,11.54,12.28,46.99,0,5.77,1,1
351,first ,home office,new york,east,office supplies,binders,3.05,1,20.0,1.07,3.05,35.08,1,1.07,1,1
352,first ,home office,new york,east,office supplies,paper,49.12,4,0.0,23.09,12.28,47.01,0,5.77,1,1
353,first ,home office,new york,east,office supplies,binders,4355.17,4,20.0,1415.43,1088.7925,32.5,1,353.86,1,1
354,standard ,consumer,new york,east,furniture,bookcases,388.7,6,20.0,-4.86,64.78333333333333,-1.25,1,-0.81,0,1
355,standard ,consumer,new york,east,office supplies,envelopes,8.26,2,0.0,3.8,4.13,46.0,0,1.9,1,1
356,standard ,consumer,new york,east,office supplies,art,17.04,4,0.0,6.99,4.26,41.02,0,1.75,1,1
357,standard ,consumer,new york,east,office supplies,paper,34.4,5,0.0,15.82,6.88,45.99,0,3.16,1,1
358,standard ,corporate,north carolina,south,office supplies,paper,36.24,5,20.0,11.32,7.248,31.24,1,2.26,1,1
359,first ,corporate,georgia,south,office supplies,appliances,647.84,8,0.0,168.44,80.98,26.0,0,21.05,1,1
360,first ,corporate,georgia,south,office supplies,labels,20.7,2,0.0,9.94,10.35,48.02,0,4.97,1,1
361,standard ,consumer,new york,east,office supplies,labels,20.7,2,0.0,9.94,10.35,48.02,0,4.97,1,1
362,standard ,consumer,new york,east,furniture,chairs,488.65,3,10.0,86.87,162.88333333333333,17.78,1,28.96,1,1
363,standard ,consumer,new york,east,office supplies,art,5.56,2,0.0,1.45,2.78,26.08,0,0.72,1,1
364,standard ,consumer,new york,east,furniture,furnishings,47.12,8,0.0,20.73,5.89,43.99,0,2.59,1,1
365,standard ,consumer,california,west,office supplies,storage,211.96,4,0.0,8.48,52.99,4.0,0,2.12,1,1
366,same day,corporate,connecticut,east,office supplies,binders,23.2,4,0.0,10.44,5.8,45.0,0,2.61,1,2
367,same day,corporate,connecticut,east,office supplies,supplies,7.36,2,0.0,0.15,3.68,2.04,0,0.07,0,2
368,same day,corporate,connecticut,east,office supplies,storage,104.79,7,0.0,29.34,14.97,28.0,0,4.19,1,2
369,same day,corporate,connecticut,east,furniture,bookcases,1043.92,4,0.0,271.42,260.98,26.0,0,67.86,1,2
370,standard ,consumer,texas,central,office supplies,paper,25.92,5,20.0,9.4,5.184,36.27,1,1.88,1,4
371,standard ,consumer,texas,central,office supplies,storage,53.42,3,20.0,4.67,17.80666666666667,8.74,1,1.56,1,4
372,standard ,consumer,arizona,west,office supplies,binders,8.16,5,70.0,-5.71,1.6320000000000001,-69.98,1,-1.14,0,1
373,standard ,consumer,arizona,west,technology,accessories,1023.94,8,20.0,179.19,127.9925,17.5,1,22.4,1,1
374,standard ,consumer,arizona,west,office supplies,art,9.24,1,20.0,0.92,9.24,9.96,1,0.92,0,1
375,standard ,consumer,arizona,west,technology,accessories,479.04,10,20.0,-29.94,47.904,-6.25,1,-2.99,0,1
376,first ,corporate,illinois,central,office supplies,paper,99.14,4,20.0,30.98,24.785,31.25,1,7.75,1,3
377,standard ,corporate,massachusetts,east,furniture,tables,1488.42,7,30.0,-297.68,212.6314285714286,-20.0,1,-42.53,0,1
378,standard ,consumer,texas,central,office supplies,appliances,8.65,3,80.0,-20.33,2.8833333333333333,-235.03,1,-6.78,0,1
379,standard ,consumer,texas,central,office supplies,storage,23.83,3,20.0,2.68,7.9433333333333325,11.25,1,0.89,1,1
380,standard ,consumer,texas,central,office supplies,binders,12.18,4,80.0,-18.87,3.045,-154.93,1,-4.72,0,1
381,first ,corporate,california,west,office supplies,paper,50.96,7,0.0,25.48,7.28,50.0,0,3.64,1,1
382,first ,corporate,california,west,office supplies,binders,49.54,3,20.0,17.34,16.513333333333332,35.0,1,5.78,1,1
383,second ,corporate,michigan,central,technology,accessories,41.9,2,0.0,8.8,20.95,21.0,0,4.4,1,4
384,standard ,consumer,florida,south,furniture,tables,375.46,3,45.0,-157.01,125.15333333333332,-41.82,1,-52.34,0,2
385,standard ,consumer,florida,south,technology,accessories,83.98,3,20.0,-1.05,27.993333333333336,-1.25,1,-0.35,0,2
386,standard ,corporate,pennsylvania,east,technology,machines,482.34,4,70.0,-337.64,120.585,-70.0,1,-84.41,0,1
387,standard ,corporate,pennsylvania,east,furniture,furnishings,2.96,1,20.0,0.78,2.96,26.35,1,0.78,0,1
388,first ,consumer,ohio,east,office supplies,art,2.62,1,20.0,0.43,2.62,16.41,1,0.43,0,2
389,standard ,consumer,new york,east,office supplies,binders,23.36,4,20.0,7.88,5.84,33.73,1,1.97,1,1
390,standard ,consumer,new york,east,technology,accessories,39.98,2,0.0,13.59,19.99,33.99,0,6.79,1,1
391,second ,consumer,washington,west,technology,phones,246.38,2,20.0,27.72,123.19,11.25,1,13.86,1,1
392,second ,consumer,washington,west,technology,copiers,1799.97,3,0.0,701.99,599.99,39.0,0,234.0,1,1
393,second ,corporate,illinois,central,office supplies,binders,12.46,3,80.0,-20.56,4.153333333333333,-165.01,1,-6.85,0,2
394,standard ,home office,nevada,west,office supplies,binders,75.79,3,20.0,25.58,25.263333333333335,33.75,1,8.53,1,2
395,second ,corporate,rhode island,east,office supplies,storage,49.96,2,0.0,9.49,24.98,19.0,0,4.75,1,2
396,second ,corporate,rhode island,east,office supplies,paper,12.96,2,0.0,6.22,6.48,47.99,0,3.11,1,2
397,standard ,home office,michigan,central,office supplies,supplies,70.12,4,0.0,21.04,17.53,30.01,0,5.26,1,1
398,second ,consumer,texas,central,office supplies,storage,35.95,3,20.0,3.6,11.983333333333334,10.01,1,1.2,1,1
399,second ,consumer,texas,central,furniture,bookcases,2396.27,4,32.0,-317.15,599.0675,-13.24,1,-79.29,0,1
400,second ,consumer,texas,central,office supplies,storage,131.14,4,20.0,-32.78,32.785,-25.0,1,-8.2,0,1
401,second ,consumer,texas,central,technology,accessories,57.58,2,20.0,0.72,28.79,1.25,1,0.36,0,1
402,first ,consumer,florida,south,office supplies,paper,9.57,2,20.0,3.47,4.785,36.26,1,1.74,1,1
403,standard ,corporate,north carolina,south,office supplies,art,39.07,6,20.0,9.77,6.511666666666667,25.01,1,1.63,1,1
404,standard ,consumer,new york,east,office supplies,appliances,35.91,3,0.0,9.7,11.969999999999999,27.01,0,3.23,1,1
405,standard ,consumer,california,west,technology,accessories,179.95,5,0.0,37.79,35.989999999999995,21.0,0,7.56,1,1
406,standard ,consumer,california,west,technology,copiers,1199.98,3,20.0,434.99,399.99333333333334,36.25,1,145.0,1,1
407,standard ,consumer,california,west,office supplies,paper,27.15,5,0.0,13.3,5.43,48.99,0,2.66,1,1
408,standard ,consumer,california,west,furniture,tables,1004.02,7,20.0,-112.95,143.43142857142857,-11.25,1,-16.14,0,1
409,standard ,consumer,california,west,office supplies,paper,9.68,1,0.0,4.65,9.68,48.04,0,4.65,1,1
410,standard ,consumer,california,west,office supplies,labels,28.35,9,0.0,13.61,3.1500000000000004,48.01,0,1.51,1,1
411,standard ,consumer,california,west,office supplies,paper,55.98,1,0.0,27.43,55.98,49.0,0,27.43,1,1
412,standard ,consumer,california,west,furniture,bookcases,1336.83,13,15.0,31.45,102.83307692307692,2.35,1,2.42,1,1
413,standard ,consumer,california,west,furniture,chairs,113.57,2,20.0,-18.45,56.785,-16.25,1,-9.22,0,1
414,standard ,corporate,washington,west,office supplies,paper,139.86,7,0.0,65.73,19.98,47.0,0,9.39,1,1
415,standard ,corporate,washington,west,furniture,chairs,307.14,4,20.0,26.87,76.785,8.75,1,6.72,1,1
416,standard ,consumer,california,west,office supplies,art,95.92,8,0.0,25.9,11.99,27.0,0,3.24,1,2
417,standard ,consumer,california,west,furniture,chairs,383.8,5,20.0,38.38,76.76,10.0,1,7.68,1,1
418,standard ,corporate,kentucky,south,office supplies,paper,5.78,1,0.0,2.83,5.78,48.96,0,2.83,1,1
419,standard ,corporate,california,west,office supplies,art,9.32,4,0.0,2.7,2.33,28.97,0,0.68,1,1
420,standard ,corporate,california,west,office supplies,envelopes,15.25,1,0.0,7.02,15.25,46.03,0,7.02,1,1
421,first ,consumer,colorado,west,technology,accessories,196.75,6,20.0,56.57,32.791666666666664,28.75,1,9.43,1,1
